Index,problem,answer,gemini-1.5,yi-lightning,glm-4-plus,doubao-pro
247,What was the name of the first elephant born in Valencia Bioparc?,Makena,0,0,0,0
248,"What year was the municipality of Carolina del Príncipe, Antioquia, Colombia, founded?",1787,0,0,0,0
249,Who did the musical composition for the play Helen as presented in the 2022 Athens Epidaurus Festival?,Angelos Triantafyllou,0,0,0,0
250,"What month, day, and year was Ancy-Dornot established?",1-Jan-16,0,1,1,0
251,"On what day, month, and year did Frank Schreider, an American explorer, die?",21-Jan-94,0,0,0,0
252,What was the nationality of the scientists who used lasers to measure Usain Bolt’s performance in the different stages of a 100-meter race held in September 2011?,Belgian,0,0,0,0
253,"In which year was the town of Babanango, in the KwaZulu-Natal province of South Africa, founded?",1904,0,0,0,0
254,In how many games did Matija Radović appear for the Hofstra Pride during the 2017-18 season?,25,0,0,0,0
255,In what year was the Miami-Dade County C-Pass replaced with the SunPass?,2014,0,0,0,0
256,In what year was Professor Ascher Herman Shapiro awarded the Benjamin Garver Lamme Award by the American Society for Engineering Education?,1977,0,0,1,0
257,Julie Mehretu was awarded the Barnett and Annalee Newman Award for the first time in what year?,2013,0,0,0,0
258,What is the name (first and last) of the 11th President of the University of Northern Iowa?,Mark A. Nook,0,1,1,1
259,Name the mission director of the Rohini Satellite 1 (RS-1) satellite launch in 1980.,Dr. Kalam,0,1,1,0
260,"What month, day, and year was House Resolution 7004, ""Addressing the Governor's unacceptable actions in matters related to the appraiser certification program,"" introduced against Governor Kristi Noem?",24-Feb-22,0,0,0,0
261,Who won the gold medal in men's foil at the first European Fencing Championships?,Andrea Borella,0,0,0,0
262,"As of the 2020 Census, what was the population of Wheatland, Iowa?",775,0,0,0,0
263,In which town was the South African 80s child pop star Ricardo Groenewald born?,Humansdorp,0,0,0,0
264,On what date (day/month/year) was Makhdum Khusro Bakhtyar (Pakistani politician) inducted into the Federal Cabinet of Prime Minister Shaukat Aziz?,4-Sep-04,0,0,0,0
265,Who did Mike Bickle endorse in the 2016 presidential race?,Ted Cruz.,1,1,1,1
266,In which year was Srinagar declared a UNESCO Creative City?,2021,0,1,1,1
267,What was Conrad Schintz's dog's full name on Dimension 20's Mentopolis?,Justin Fication,0,0,0,0
268,Who else did Jessica Hahn accuse of rape besides Jim Bakker?,John Wesley Fletcher.,1,0,0,0
269,"Which bridge in Srinagar, Kashmir, is also known as Alamgir Bridge?",Budshah Bridge,0,0,0,0
270,"In the video game Dark Souls 1 for the PlayStation 3, which starting class has 11 vitality, 13 strength, and starts at soul level 4?",Warrior,0,0,0,0
271,"Who plays Emmanuel Adamu in Season 2 of ""The Bear""?",Robert Townsend,0,0,0,1
272,"What university was awarded the ""Visitor's Award"" for ""Best University"" in 2017 by the President of India?",Jawaharlal Nehru University,0,0,0,0
273,"What is the surname of the individual who won the Faraday Lectureship Prize, previously known simply as the Faraday Lectureship, in 1914?",Arrhenius,1,0,0,0
274,Which scientist received the Roebling Medal the year after Max Hutchinson Hey received his?,Linus Pauling,0,0,0,0
275,In which two years did Rugged Lark win the AQHA World Show Superhorse title?,1985 and 1987,0,0,0,0
276,How many of his early oil portraits did English sculptor Robert Adams exhibit in the Northampton Public Library in April 1946?,14,1,0,0,0
277,In which city was the first International Association for Engineering Geology and the Environment congress held?,Paris,1,0,1,1
278,What was the 2021 Word of the Year according to the American Dialect Society?,insurrection,0,1,1,1
279,"New Yorker Edward A. Tuttle's patent application was granted on October 11, 1881, for what kind of machine?",Exercising Machine,0,0,0,0
280,What is the specified maximum speed in kilometers per hour of the Grumman F4F-3 Wildcat (1937) plane?,533 km/h,0,0,0,0
281,What is the name of the seminal film that Lygia Pape made in 1975?,Eat Me,0,1,0,0
282,"In Moesha, who played Theresa in Season 5?",Marissa Jaret Winokur,0,0,0,0
283,"According to the 2021 World Bank data, which country has the largest renewable freshwater resources per capita?",Iceland,1,1,1,1
284,"What year did Giulio Carlo Argan, the Italian art historian, publish a manual of art for high schools?",1938,0,0,0,0
285,"After Bessie Smith's car accident, which arm was amputated?",The right arm,0,1,0,1
286,"On which day and month was the victim of the 2013 Mumbai gang rape, also known as the Shakti Mills gang rape case, discharged from the hospital after the incident?",27-Aug,0,0,0,0
287,What are the names of the three notable archaeological sites where Igbo-Ukwu art was discovered?,"Igbo Isaiah, Igbo Richard, and Igbo Jonah",0,1,1,0
288,Which year did Herbert Gintis receive his master's degree?,1962,0,0,0,0
289,"In Episode 7, Season 2 of the American version of ""The Circle,"" who leaves the players a message on how to play the game Glammequins?",Jonathan Van Ness,0,0,0,0
290,In what year was Oliviero Diliberto first elected as an MP for the Communist Refoundation Party?,1994,1,1,0,0
291,Which two instruments was John Cage's experimental piece *Two^5* written for?,Tenor trombone and piano,0,0,0,0
292,"As a teen, what job sparked Shonda Rhimes' interest in hospital environments?",hospital volunteer,1,1,1,1
293,In which year did Karl Polanyi become a founding member of the National Citizens' Radical Party?,1914,0,1,0,1
294,"How many balls did Dwayne Bravo play in the Indian Premier League 2019 final match between CSK and MI on May 12, 2019?",15,0,0,0,0
295,"Marcia Bartusiak traces the term ""black hole"" to which physicist (first name, middle initial, and surname), who reportedly compared the phenomenon in the early 1960s to the Black Hole of Calcutta, a notorious prison where people entered but never left alive?",Robert H. Dicke.,0,0,0,0
296,From which university did David Hibbett receive his Bachelor of Arts degree?,University of Massachusetts Amherst,0,0,0,0
297,Which one of the 1990 Fly Girls from the series In Living Color stayed for five seasons?,Deidre Lang,0,0,0,0
298,"What is the title of Series 1, Episode 17 of *Space: 1999*?","""The Last Sunset""",0,0,0,0
299,Which specific ocean was the asteroid 224 Oceana named after?,Pacific Ocean,0,1,1,0
300,In which year was Akhnoor Fort (in Jammu City of Jammu and Kashmir) declared a national monument?,1982,0,1,0,0
301,Which year was the non-profit organization Prayas Nepal established?,2003,0,0,0,0
302,In what district was the English songwriter Robert Patrick Weston born?,Islington,1,1,0,0
303,"In what month and year did the Merce Cunningham Dance Company launch its ""Legacy Tour""?",10-Feb,1,0,0,0
304,Who published the first scientific description of the Asiatic lion in 1826?,Johann N. Meyer,0,1,0,1
305,In what year did Peter Norvig and Stuart Russell win the AAAI/EAAI Outstanding Educator Award?,2016,0,1,0,1
306,What is the topographic isolation of Pentagon Mountain in Montana in kilometers?,17.48 km,0,0,0,0
307,"In 2015, in what exhibition was Henry Ossawa Tanner's work included?","We Speak: Black Artists in Philadelphia, 1920s-1970s",0,0,0,0
308,What coach was Mike Young an assistant to at Radford University?,Oliver Purnell,0,0,0,0
309,Where was Juvénal Habyarimana's body identified within?,In a flowerbed,0,1,1,0
310,"What language is represented in Figure 4 of the paper ""Identifying Semantic Role Clusters and Alignment Types via Microrole Coexpression Tendencies""?",Zenzontepec Chatino,0,0,0,0
311,Which scientist received the American Chemical Society Award in Pure Chemistry in 1933?,Frank Harold Spedding,0,0,0,0
312,What is the title of the song (English version) for which Isadora Duncan composed the Varshavianka dance routine?,"""Whirlwinds of Danger""",0,1,0,1
313,Which building in the Republic of Niger won the 1986 Aga Khan Award for Architecture?,Yaama Mosque,1,0,0,1
314,What is the name of the entomologist who described the species Acanthops bidens in 1922?,Morgan Hebard,0,0,0,0
315,From what school did Phyllida Barlow graduate in 1966?,the Slade School of Art ,0,0,0,1
316,"The Dante-Alighieri monument, located on Allée des Poètes along Rue D'Auteuil, was created by L'atelier Attitude and inspired by the work of what Italian-born sculptor?",Carlo Balboni,0,0,0,0
317,In which Ukrainian city was male impersonator Pepi Litman born?,Ternopil,0,0,0,0
318,What is the full title of Zanele Muholi's first publication?,Zanele Muholi: Only Half The Picture,0,1,1,0
319,"Who was the father of the Russian stage actress and singer ""Baroness Olga Vadimovna von Root?""",Baron Vadim Nikolayevich von Root,1,1,1,0
320,"On which day, month, and year did the signing ceremony between the Colombian government and the ELN occur, leading to a six-month-long ceasefire between the two parties?",9-Jun-23,0,0,0,0
321,In what major painting exhibition did artist J.C. Leyendecker earn a spot in 1897?,The Salon Champs de Mars,0,1,1,1
322,Who won the Godman-Salvin Medal in 2010?,Ian Newton,0,0,1,0
323,How many years was the attraction Horizons at EPCOT sponsored by General Electric?,10,0,0,0,0
324,"How much money in US dollars did Howard Schultz donate to Barack Obama's campaign on October 24, 2008?","$2,300 ",1,1,0,0
325,What item was found in a damaged wooden coffin in July 2018 by Ramadan Badry Hussein?,Mask,0,1,1,0
326,"What were the month and year when scientists reported that bacteria from Earth, particularly Deinococcus radiodurans bacteria, which is highly resistant to environmental hazards, were found to survive for three years in outer space?",20-Aug,0,1,1,1
327,"From what year to what year was Mary Ann Willson, an American folk artist, active?", 1810 to 1825,0,1,0,0
328,"Between what dates was the Stanford University exhibition titled ""Eamon Ore-Giron: Non Plus Ultra"" on view? Please give me the full dates (month, day, and year).","23 September, 2021 to 20 February, 2022",0,0,0,0
329,What is the molar heat capacity of selenium at STP in joules per kelvin per mole?,25.363,1,1,0,0
330,Who designed Buenos Aires's Palais de Glace?,J. L. Ruiz Basadre,0,0,0,0
331,"Who was Japan's Prime Minister after Ichirō Hatoyama left office on December 23, 1956?",Tanzan Ishibashi,0,1,1,1
332,How many silver medals did Kristin Otto win at the 1986 World Championships in Madrid?,2 silver medals,0,1,0,0
333,"What was the name of the man who served as Reeve of North Red Deer, Alberta, between 1924 and 1925?",A.M. Donnelly.,0,0,0,0
334,Who won the Eddington Medal in 1993?,Leon Mestel,0,0,0,0
335,"What are the season number, episode number, and title of the ""Vikings"" episode in which Floki says, ""I build boats, Ragnar. You're the navigator""?","Season 2, Episode 2 ""Invasion""",0,0,0,0
336,"Which architect was tasked with finishing the chapel in the newly built Papal apartment when its construction remained incomplete after Pope Paul IV moved in, in October 1556?",Pirro Ligorio,1,1,1,0
337,"Which famous drummer opened a Wahoo's Fish Taco restaurant in Norco, California, in 2004?",Travis Barker,0,1,0,0
338,"On what day, month, and year did Chief Gani Fawehinmi win the ‘Bruno Kreisky�?award from the Government of Austria?",11-Jun-93,0,0,0,0
339,"On what month, day, and year did Google run its first live-action video doodle?",15-Apr-11,0,1,0,0
340,"What day, month, and year was John Philip Bughaw born?","November 7, 2008.",0,0,0,0
341,What was the occupation of the runner-up from Season 2 of The Bachelor?,college student,0,1,0,0
342,"What was the age gap between George Frederic Watts and his first wife, Ellen Terry?",30 years. ,0,1,1,0
343,"Who composed Nexhmije Pagarusha's song ""Baresha""?",Rexho Mulliqi,0,0,0,0
344,What month and year did the Large Hadron Collider reopen after it closed for maintenance and further upgrades at the end of 2018?,22-Apr,0,1,0,0
345,In which series did Dolores Fonzi make her first television appearance?,La nena ,0,0,0,0
346,"What was the name of the indoor scrambler ride themed around the Battle of Hastings that was an opening day attraction when Busch Gardens, The Old Country in Williamsburg, Virginia, first opened in 1975?",The Catapult,0,0,0,0
347,"What was the price paid in USD for a piece of Picasso's artwork that sold on March 26th, 2013?",$155 million,1,1,1,1
348,"In which month and year did Apollo 14 pilot Edgar Mitchell and Apollo 17 geologist Harrison Schmitt, among other noted Mars exploration advocates, publish an anthology of Mars-to-Stay architectures titled ""A One Way Mission to Mars: Colonizing the Red Planet""?",11-Mar,0,0,1,0
349,"How many fouls did Barcelona commit in the Champions League Final match between Barcelona and Arsenal on May 18, 2006?",20,0,0,0,0
